"","Gene"
"3518","ENSMUSG00000029782"
"3519","ENSMUSG00000029802"
"3520","ENSMUSG00000029814"
"3521","ENSMUSG00000029815"
"3522","ENSMUSG00000029816"
"3523","ENSMUSG00000029817"
"3524","ENSMUSG00000029821"
"3525","ENSMUSG00000029822"
"3526","ENSMUSG00000029823"
"3527","ENSMUSG00000029836"
"3528","ENSMUSG00000029840"
"3529","ENSMUSG00000029860"
"3530","ENSMUSG00000029864"
"3531","ENSMUSG00000029910"
"3532","ENSMUSG00000029911"
"3533","ENSMUSG00000029913"
"3534","ENSMUSG00000029918"
"3535","ENSMUSG00000029920"
"3536","ENSMUSG00000029922"
"3537","ENSMUSG00000029924"
"3538","ENSMUSG00000029992"
"3539","ENSMUSG00000029993"
"3540","ENSMUSG00000029994"
"3541","ENSMUSG00000029998"
"3542","ENSMUSG00000030002"
"3543","ENSMUSG00000030016"
"3544","ENSMUSG00000030029"
"3545","ENSMUSG00000030032"
"3546","ENSMUSG00000030035"
"3547","ENSMUSG00000030036"
"3548","ENSMUSG00000030041"
"3549","ENSMUSG00000030042"
"3550","ENSMUSG00000030045"
"3551","ENSMUSG00000030056"
"3552","ENSMUSG00000030057"
"3553","ENSMUSG00000030058"
"3554","ENSMUSG00000030059"
"3555","ENSMUSG00000030060"
"3556","ENSMUSG00000030061"
"3557","ENSMUSG00000030062"
"3558","ENSMUSG00000030067"
"3559","ENSMUSG00000030074"
"3560","ENSMUSG00000030082"
"3561","ENSMUSG00000030084"
"3562","ENSMUSG00000030086"
"3563","ENSMUSG00000030095"
"3564","ENSMUSG00000030096"
"3565","ENSMUSG00000030101"
"3566","ENSMUSG00000030102"
"3567","ENSMUSG00000030103"
"3568","ENSMUSG00000030104"
"3569","ENSMUSG00000030105"
"3570","ENSMUSG00000030110"
"3571","ENSMUSG00000030120"
"3572","ENSMUSG00000030122"
"3573","ENSMUSG00000030127"
"3574","ENSMUSG00000030138"
"3575","ENSMUSG00000030157"
"3576","ENSMUSG00000030161"
"3577","ENSMUSG00000030168"
"3578","ENSMUSG00000030172"
"3579","ENSMUSG00000030180"
"3580","ENSMUSG00000030187"
"3581","ENSMUSG00000030188"
"3582","ENSMUSG00000030189"
"3583","ENSMUSG00000030199"
"3584","ENSMUSG00000030201"
"3585","ENSMUSG00000030204"
"3586","ENSMUSG00000030208"
"3587","ENSMUSG00000030213"
"3588","ENSMUSG00000030216"
"3589","ENSMUSG00000030218"
"3590","ENSMUSG00000030220"
"3591","ENSMUSG00000030222"
"3592","ENSMUSG00000030224"
"3593","ENSMUSG00000030225"
"3594","ENSMUSG00000030232"
"3595","ENSMUSG00000030243"
"3596","ENSMUSG00000030245"
"3597","ENSMUSG00000030246"
"3598","ENSMUSG00000030254"
"3599","ENSMUSG00000030257"
"3600","ENSMUSG00000030259"
"3601","ENSMUSG00000030264"
"3602","ENSMUSG00000030268"
"3603","ENSMUSG00000030271"
"3604","ENSMUSG00000030275"
"3605","ENSMUSG00000030281"
"3606","ENSMUSG00000030282"
"3607","ENSMUSG00000030284"
"3608","ENSMUSG00000030286"
"3609","ENSMUSG00000030287"
"3610","ENSMUSG00000030291"
"3611","ENSMUSG00000030304"
"3612","ENSMUSG00000030313"
"3613","ENSMUSG00000030314"
"3614","ENSMUSG00000030315"
"3615","ENSMUSG00000030316"
"3616","ENSMUSG00000030323"
"3617","ENSMUSG00000030327"
"3618","ENSMUSG00000030335"
"3619","ENSMUSG00000030339"
"3620","ENSMUSG00000030341"
"3621","ENSMUSG00000030342"
"3622","ENSMUSG00000030346"
"3623","ENSMUSG00000030347"
"3624","ENSMUSG00000030351"
"3625","ENSMUSG00000030352"
"3626","ENSMUSG00000030357"
"3627","ENSMUSG00000030364"
"3628","ENSMUSG00000030365"
"3629","ENSMUSG00000030374"
"3630","ENSMUSG00000030397"
"3631","ENSMUSG00000030403"
"3632","ENSMUSG00000030409"
"3633","ENSMUSG00000030410"
"3634","ENSMUSG00000030417"
"3635","ENSMUSG00000030421"
"3636","ENSMUSG00000030423"
"3637","ENSMUSG00000030435"
"3638","ENSMUSG00000030447"
"3639","ENSMUSG00000030451"
"3640","ENSMUSG00000030452"
"3641","ENSMUSG00000030468"
"3642","ENSMUSG00000030471"
"3643","ENSMUSG00000030493"
"3644","ENSMUSG00000030498"
"3645","ENSMUSG00000030499"
"3646","ENSMUSG00000030505"
"3647","ENSMUSG00000030512"
"3648","ENSMUSG00000030516"
"3649","ENSMUSG00000030521"
"3650","ENSMUSG00000030527"
"3651","ENSMUSG00000030528"
"3652","ENSMUSG00000030530"
"3653","ENSMUSG00000030532"
"3654","ENSMUSG00000030533"
"3655","ENSMUSG00000030534"
"3656","ENSMUSG00000030536"
"3657","ENSMUSG00000030538"
"3658","ENSMUSG00000030541"
"3659","ENSMUSG00000030545"
"3660","ENSMUSG00000030551"
"3661","ENSMUSG00000030555"
"3662","ENSMUSG00000030556"
"3663","ENSMUSG00000030583"
"3664","ENSMUSG00000030587"
"3665","ENSMUSG00000030588"
"3666","ENSMUSG00000030591"
"3667","ENSMUSG00000030595"
"3668","ENSMUSG00000030598"
"3669","ENSMUSG00000030602"
"3670","ENSMUSG00000030603"
"3671","ENSMUSG00000030605"
"3672","ENSMUSG00000030609"
"3673","ENSMUSG00000030611"
"3674","ENSMUSG00000030612"
"3675","ENSMUSG00000030613"
"3676","ENSMUSG00000030614"
"3677","ENSMUSG00000030615"
"3678","ENSMUSG00000030616"
"3679","ENSMUSG00000030619"
"3680","ENSMUSG00000030629"
"3681","ENSMUSG00000030630"
"3682","ENSMUSG00000030638"
"3683","ENSMUSG00000030641"
"3684","ENSMUSG00000030643"
"3685","ENSMUSG00000030647"
"3686","ENSMUSG00000030649"
"3687","ENSMUSG00000030652"
"3688","ENSMUSG00000030654"
"3689","ENSMUSG00000030655"
"3690","ENSMUSG00000030659"
"3691","ENSMUSG00000030660"
"3692","ENSMUSG00000030662"
"3693","ENSMUSG00000030677"
"3694","ENSMUSG00000030681"
"3695","ENSMUSG00000030682"
"3696","ENSMUSG00000030689"
"3697","ENSMUSG00000030706"
"3698","ENSMUSG00000030717"
"3699","ENSMUSG00000030718"
"3700","ENSMUSG00000030720"
"3701","ENSMUSG00000030726"
"3702","ENSMUSG00000030727"
"3703","ENSMUSG00000030733"
"3704","ENSMUSG00000030735"
"3705","ENSMUSG00000030738"
"3706","ENSMUSG00000030741"
"3707","ENSMUSG00000030747"
"3708","ENSMUSG00000030748"
"3709","ENSMUSG00000030750"
"3710","ENSMUSG00000030751"
"3711","ENSMUSG00000030753"
"3712","ENSMUSG00000030754"
"3713","ENSMUSG00000030759"
"3714","ENSMUSG00000030760"
"3715","ENSMUSG00000030763"
"3716","ENSMUSG00000030766"
"3717","ENSMUSG00000030768"
"3718","ENSMUSG00000030770"
"3719","ENSMUSG00000030772"
"3720","ENSMUSG00000030774"
"3721","ENSMUSG00000030779"
"3722","ENSMUSG00000030780"
"3723","ENSMUSG00000030782"
"3724","ENSMUSG00000030795"
"3725","ENSMUSG00000030796"
"3726","ENSMUSG00000030801"
"3727","ENSMUSG00000030802"
"3728","ENSMUSG00000030811"
"3729","ENSMUSG00000030814"
"3730","ENSMUSG00000030824"
"3731","ENSMUSG00000030826"
"3732","ENSMUSG00000030835"
"3733","ENSMUSG00000030846"
"3734","ENSMUSG00000030847"
"3735","ENSMUSG00000030850"
"3736","ENSMUSG00000030852"
"3737","ENSMUSG00000030861"
"3738","ENSMUSG00000030868"
"3739","ENSMUSG00000030870"
"3740","ENSMUSG00000030872"
"3741","ENSMUSG00000030876"
"3742","ENSMUSG00000030878"
"3743","ENSMUSG00000030879"
"3744","ENSMUSG00000030880"
"3745","ENSMUSG00000030881"
"3746","ENSMUSG00000030884"
"3747","ENSMUSG00000030888"
"3748","ENSMUSG00000030890"
"3749","ENSMUSG00000030894"
"3750","ENSMUSG00000030917"
"3751","ENSMUSG00000030922"
"3752","ENSMUSG00000030934"
"3753","ENSMUSG00000030942"
"3754","ENSMUSG00000030956"
"3755","ENSMUSG00000030960"
"3756","ENSMUSG00000030965"
"3757","ENSMUSG00000030967"
"3758","ENSMUSG00000030970"
"3759","ENSMUSG00000030978"
"3760","ENSMUSG00000030979"
"3761","ENSMUSG00000030980"
"3762","ENSMUSG00000030982"
"3763","ENSMUSG00000030983"
"3764","ENSMUSG00000030986"
"3765","ENSMUSG00000030987"
"3766","ENSMUSG00000030990"
"3767","ENSMUSG00000031004"
"3768","ENSMUSG00000031015"
"3769","ENSMUSG00000031021"
"3770","ENSMUSG00000031023"
"3771","ENSMUSG00000031024"
"3772","ENSMUSG00000031029"
"3773","ENSMUSG00000031068"
"3774","ENSMUSG00000031070"
"3775","ENSMUSG00000031072"
"3776","ENSMUSG00000031077"
"3777","ENSMUSG00000031078"
"3778","ENSMUSG00000031441"
"3779","ENSMUSG00000031446"
"3780","ENSMUSG00000031451"
"3781","ENSMUSG00000031453"
"3782","ENSMUSG00000031458"
"3783","ENSMUSG00000031465"
"3784","ENSMUSG00000031467"
"3785","ENSMUSG00000031479"
"3786","ENSMUSG00000031480"
"3787","ENSMUSG00000031482"
"3788","ENSMUSG00000031483"
"3789","ENSMUSG00000031485"
"3790","ENSMUSG00000031486"
"3791","ENSMUSG00000031490"
"3792","ENSMUSG00000031502"
"3793","ENSMUSG00000031503"
"3794","ENSMUSG00000031504"
"3795","ENSMUSG00000031505"
"3796","ENSMUSG00000031511"
"3797","ENSMUSG00000031513"
"3798","ENSMUSG00000031516"
"3799","ENSMUSG00000031519"
"3800","ENSMUSG00000031520"
"3801","ENSMUSG00000031521"
"3802","ENSMUSG00000031523"
"3803","ENSMUSG00000031527"
"3804","ENSMUSG00000031529"
"3805","ENSMUSG00000031530"
"3806","ENSMUSG00000031532"
"3807","ENSMUSG00000031533"
"3808","ENSMUSG00000031536"
"3809","ENSMUSG00000031537"
"3810","ENSMUSG00000031538"
"3811","ENSMUSG00000031545"
"3812","ENSMUSG00000031546"
"3813","ENSMUSG00000031555"
"3814","ENSMUSG00000031556"
"3815","ENSMUSG00000031557"
"3816","ENSMUSG00000031558"
"3817","ENSMUSG00000031562"
"3818","ENSMUSG00000031563"
"3819","ENSMUSG00000031565"
"3820","ENSMUSG00000031568"
"3821","ENSMUSG00000031570"
"3822","ENSMUSG00000031575"
"3823","ENSMUSG00000031578"
"3824","ENSMUSG00000031584"
"3825","ENSMUSG00000031585"
"3826","ENSMUSG00000031590"
"3827","ENSMUSG00000031591"
"3828","ENSMUSG00000031592"
"3829","ENSMUSG00000031595"
"3830","ENSMUSG00000031600"
"3831","ENSMUSG00000031601"
"3832","ENSMUSG00000031604"
"3833","ENSMUSG00000031616"
"3834","ENSMUSG00000031617"
"3835","ENSMUSG00000031628"
"3836","ENSMUSG00000031629"
"3837","ENSMUSG00000031634"
"3838","ENSMUSG00000031641"
"3839","ENSMUSG00000031647"
"3840","ENSMUSG00000031652"
"3841","ENSMUSG00000031659"
"3842","ENSMUSG00000031660"
"3843","ENSMUSG00000031667"
"3844","ENSMUSG00000031672"
"3845","ENSMUSG00000031673"
"3846","ENSMUSG00000031683"
"3847","ENSMUSG00000031684"
"3848","ENSMUSG00000031691"
"3849","ENSMUSG00000031696"
"3850","ENSMUSG00000031697"
"3851","ENSMUSG00000031700"
"3852","ENSMUSG00000031701"
"3853","ENSMUSG00000031703"
"3854","ENSMUSG00000031708"
"3855","ENSMUSG00000031711"
"3856","ENSMUSG00000031729"
"3857","ENSMUSG00000031730"
"3858","ENSMUSG00000031731"
"3859","ENSMUSG00000031734"
"3860","ENSMUSG00000031740"
"3861","ENSMUSG00000031749"
"3862","ENSMUSG00000031750"
"3863","ENSMUSG00000031751"
"3864","ENSMUSG00000031753"
"3865","ENSMUSG00000031756"
"3866","ENSMUSG00000031762"
"3867","ENSMUSG00000031770"
"3868","ENSMUSG00000031774"
"3869","ENSMUSG00000031776"
"3870","ENSMUSG00000031778"
"3871","ENSMUSG00000031781"
"3872","ENSMUSG00000031788"
"3873","ENSMUSG00000031791"
"3874","ENSMUSG00000031792"
"3875","ENSMUSG00000031796"
"3876","ENSMUSG00000031807"
"3877","ENSMUSG00000031808"
"3878","ENSMUSG00000031812"
"3879","ENSMUSG00000031813"
"3880","ENSMUSG00000031816"
"3881","ENSMUSG00000031818"
"3882","ENSMUSG00000031819"
"3883","ENSMUSG00000031820"
"3884","ENSMUSG00000031821"
"3885","ENSMUSG00000031822"
"3886","ENSMUSG00000031825"
"3887","ENSMUSG00000031826"
"3888","ENSMUSG00000031827"
"3889","ENSMUSG00000031833"
"3890","ENSMUSG00000031834"
"3891","ENSMUSG00000031835"
"3892","ENSMUSG00000031839"
"3893","ENSMUSG00000031841"
"3894","ENSMUSG00000031848"
"3895","ENSMUSG00000031851"
"3896","ENSMUSG00000031862"
"3897","ENSMUSG00000031864"
"3898","ENSMUSG00000031865"
"3899","ENSMUSG00000031875"
"3900","ENSMUSG00000031878"
"3901","ENSMUSG00000031879"
"3902","ENSMUSG00000031885"
"3903","ENSMUSG00000031887"
"3904","ENSMUSG00000031897"
"3905","ENSMUSG00000031901"
"3906","ENSMUSG00000031904"
"3907","ENSMUSG00000031913"
"3908","ENSMUSG00000031917"
"3909","ENSMUSG00000031918"
"3910","ENSMUSG00000031922"
"3911","ENSMUSG00000031924"
"3912","ENSMUSG00000031928"
"3913","ENSMUSG00000031930"
"3914","ENSMUSG00000031931"
"3915","ENSMUSG00000031935"
"3916","ENSMUSG00000031938"
"3917","ENSMUSG00000031939"
"3918","ENSMUSG00000031948"
"3919","ENSMUSG00000031950"
"3920","ENSMUSG00000031954"
"3921","ENSMUSG00000031955"
"3922","ENSMUSG00000031960"
"3923","ENSMUSG00000031963"
"3924","ENSMUSG00000031967"
"3925","ENSMUSG00000031969"
"3926","ENSMUSG00000031979"
"3927","ENSMUSG00000031982"
"3928","ENSMUSG00000031983"
"3929","ENSMUSG00000031984"
"3930","ENSMUSG00000031985"
"3931","ENSMUSG00000031986"
"3932","ENSMUSG00000031987"
"3933","ENSMUSG00000031988"
"3934","ENSMUSG00000031993"
"3935","ENSMUSG00000031996"
"3936","ENSMUSG00000032002"
"3937","ENSMUSG00000032006"
"3938","ENSMUSG00000032009"
"3939","ENSMUSG00000032011"
"3940","ENSMUSG00000032014"
"3941","ENSMUSG00000032018"
"3942","ENSMUSG00000032024"
"3943","ENSMUSG00000032026"
"3944","ENSMUSG00000032030"
"3945","ENSMUSG00000032035"
"3946","ENSMUSG00000032038"
"3947","ENSMUSG00000032040"
"3948","ENSMUSG00000032041"
"3949","ENSMUSG00000032042"
"3950","ENSMUSG00000032046"
"3951","ENSMUSG00000032047"
"3952","ENSMUSG00000032050"
"3953","ENSMUSG00000032051"
"3954","ENSMUSG00000032057"
"3955","ENSMUSG00000032058"
"3956","ENSMUSG00000032060"
"3957","ENSMUSG00000032067"
"3958","ENSMUSG00000032077"
"3959","ENSMUSG00000032078"
"3960","ENSMUSG00000032086"
"3961","ENSMUSG00000032096"
"3962","ENSMUSG00000032097"
"3963","ENSMUSG00000032109"
"3964","ENSMUSG00000032112"
"3965","ENSMUSG00000032115"
"3966","ENSMUSG00000032116"
"3967","ENSMUSG00000032118"
"3968","ENSMUSG00000032121"
"3969","ENSMUSG00000032123"
"3970","ENSMUSG00000032126"
"3971","ENSMUSG00000032127"
"3972","ENSMUSG00000032172"
"3973","ENSMUSG00000032175"
"3974","ENSMUSG00000032177"
"3975","ENSMUSG00000032178"
"3976","ENSMUSG00000032180"
"3977","ENSMUSG00000032182"
"3978","ENSMUSG00000032185"
"3979","ENSMUSG00000032187"
"3980","ENSMUSG00000032192"
"3981","ENSMUSG00000032193"
"3982","ENSMUSG00000032194"
"3983","ENSMUSG00000032198"
"3984","ENSMUSG00000032199"
"3985","ENSMUSG00000032212"
"3986","ENSMUSG00000032215"
"3987","ENSMUSG00000032216"
"3988","ENSMUSG00000032220"
"3989","ENSMUSG00000032228"
"3990","ENSMUSG00000032238"
"3991","ENSMUSG00000032239"
"3992","ENSMUSG00000032244"
"3993","ENSMUSG00000032246"
"3994","ENSMUSG00000032249"
"3995","ENSMUSG00000032251"
"3996","ENSMUSG00000032252"
"3997","ENSMUSG00000032253"
"3998","ENSMUSG00000032263"
"3999","ENSMUSG00000032264"
"4000","ENSMUSG00000032265"
"4001","ENSMUSG00000032271"
"4002","ENSMUSG00000032279"
"4003","ENSMUSG00000032280"
"4004","ENSMUSG00000032281"
"4005","ENSMUSG00000032285"
"4006","ENSMUSG00000032288"
"4007","ENSMUSG00000032290"
"4008","ENSMUSG00000032293"
"4009","ENSMUSG00000032295"
"4010","ENSMUSG00000032299"
"4011","ENSMUSG00000032300"
"4012","ENSMUSG00000032305"
"4013","ENSMUSG00000032306"
"4014","ENSMUSG00000032309"
"4015","ENSMUSG00000032312"
"4016","ENSMUSG00000032314"
"4017","ENSMUSG00000032316"
"4018","ENSMUSG00000032320"
"4019","ENSMUSG00000032324"
"4020","ENSMUSG00000032328"
"4021","ENSMUSG00000032330"
"4022","ENSMUSG00000032332"
"4023","ENSMUSG00000032333"
"4024","ENSMUSG00000032334"
"4025","ENSMUSG00000032336"
"4026","ENSMUSG00000032340"
"4027","ENSMUSG00000032348"
"4028","ENSMUSG00000032349"
"4029","ENSMUSG00000032350"
"4030","ENSMUSG00000032353"
"4031","ENSMUSG00000032359"
"4032","ENSMUSG00000032369"
"4033","ENSMUSG00000032370"
"4034","ENSMUSG00000032372"
"4035","ENSMUSG00000032374"
"4036","ENSMUSG00000032375"
"4037","ENSMUSG00000032376"
"4038","ENSMUSG00000032381"
"4039","ENSMUSG00000032382"
"4040","ENSMUSG00000032386"
"4041","ENSMUSG00000032387"
"4042","ENSMUSG00000032392"
"4043","ENSMUSG00000032393"
"4044","ENSMUSG00000032397"
"4045","ENSMUSG00000032398"
"4046","ENSMUSG00000032400"
"4047","ENSMUSG00000032402"
"4048","ENSMUSG00000032405"
"4049","ENSMUSG00000032407"
"4050","ENSMUSG00000032409"
"4051","ENSMUSG00000032410"
"4052","ENSMUSG00000032411"
"4053","ENSMUSG00000032412"
"4054","ENSMUSG00000032418"
"4055","ENSMUSG00000032419"
"4056","ENSMUSG00000032423"
"4057","ENSMUSG00000032431"
"4058","ENSMUSG00000032434"
"4059","ENSMUSG00000032435"
"4060","ENSMUSG00000032436"
"4061","ENSMUSG00000032437"
"4062","ENSMUSG00000032440"
"4063","ENSMUSG00000032449"
"4064","ENSMUSG00000032458"
"4065","ENSMUSG00000032459"
"4066","ENSMUSG00000032463"
"4067","ENSMUSG00000032468"
"4068","ENSMUSG00000032469"
"4069","ENSMUSG00000032470"
"4070","ENSMUSG00000032475"
"4071","ENSMUSG00000032477"
"4072","ENSMUSG00000032478"
"4073","ENSMUSG00000032479"
"4074","ENSMUSG00000032480"
"4075","ENSMUSG00000032481"
"4076","ENSMUSG00000032485"
"4077","ENSMUSG00000032487"
"4078","ENSMUSG00000032491"
"4079","ENSMUSG00000032497"
"4080","ENSMUSG00000032498"
"4081","ENSMUSG00000032501"
"4082","ENSMUSG00000032504"
"4083","ENSMUSG00000032507"
"4084","ENSMUSG00000032508"
"4085","ENSMUSG00000032512"
"4086","ENSMUSG00000032513"
"4087","ENSMUSG00000032515"
"4088","ENSMUSG00000032525"
"4089","ENSMUSG00000032527"
"4090","ENSMUSG00000032536"
"4091","ENSMUSG00000032540"
"4092","ENSMUSG00000032547"
"4093","ENSMUSG00000032548"
"4094","ENSMUSG00000032553"
"4095","ENSMUSG00000032555"
"4096","ENSMUSG00000032557"
"4097","ENSMUSG00000032560"
"4098","ENSMUSG00000032562"
"4099","ENSMUSG00000032563"
"4100","ENSMUSG00000032565"
"4101","ENSMUSG00000032570"
"4102","ENSMUSG00000032575"
"4103","ENSMUSG00000032577"
"4104","ENSMUSG00000032580"
"4105","ENSMUSG00000032582"
"4106","ENSMUSG00000032586"
"4107","ENSMUSG00000032590"
"4108","ENSMUSG00000032594"
"4109","ENSMUSG00000032599"
"4110","ENSMUSG00000032601"
"4111","ENSMUSG00000032602"
"4112","ENSMUSG00000032604"
"4113","ENSMUSG00000032606"
"4114","ENSMUSG00000032612"
"4115","ENSMUSG00000032615"
"4116","ENSMUSG00000032621"
"4117","ENSMUSG00000032625"
"4118","ENSMUSG00000032633"
"4119","ENSMUSG00000032637"
"4120","ENSMUSG00000032640"
"4121","ENSMUSG00000032656"
"4122","ENSMUSG00000032657"
"4123","ENSMUSG00000032673"
"4124","ENSMUSG00000032679"
"4125","ENSMUSG00000032712"
"4126","ENSMUSG00000032714"
"4127","ENSMUSG00000032715"
"4128","ENSMUSG00000032733"
"4129","ENSMUSG00000032737"
"4130","ENSMUSG00000032740"
"4131","ENSMUSG00000032745"
"4132","ENSMUSG00000032757"
"4133","ENSMUSG00000032763"
"4134","ENSMUSG00000032766"
"4135","ENSMUSG00000032777"
"4136","ENSMUSG00000032783"
"4137","ENSMUSG00000032786"
"4138","ENSMUSG00000032788"
"4139","ENSMUSG00000032812"
"4140","ENSMUSG00000032834"
"4141","ENSMUSG00000032846"
"4142","ENSMUSG00000032849"
"4143","ENSMUSG00000032855"
"4144","ENSMUSG00000032867"
"4145","ENSMUSG00000032869"
"4146","ENSMUSG00000032872"
"4147","ENSMUSG00000032875"
"4148","ENSMUSG00000032883"
"4149","ENSMUSG00000032897"
"4150","ENSMUSG00000032902"
"4151","ENSMUSG00000032905"
"4152","ENSMUSG00000032911"
"4153","ENSMUSG00000032932"
"4154","ENSMUSG00000032939"
"4155","ENSMUSG00000032959"
"4156","ENSMUSG00000032965"
"4157","ENSMUSG00000032966"
"4158","ENSMUSG00000032977"
"4159","ENSMUSG00000032997"
"4160","ENSMUSG00000032998"
"4161","ENSMUSG00000033004"
"4162","ENSMUSG00000033009"
"4163","ENSMUSG00000033020"
"4164","ENSMUSG00000033021"
"4165","ENSMUSG00000033022"
"4166","ENSMUSG00000033031"
"4167","ENSMUSG00000033033"
"4168","ENSMUSG00000033039"
"4169","ENSMUSG00000033047"
"4170","ENSMUSG00000033054"
"4171","ENSMUSG00000033059"
"4172","ENSMUSG00000033060"
"4173","ENSMUSG00000033065"
"4174","ENSMUSG00000033066"
"4175","ENSMUSG00000033068"
"4176","ENSMUSG00000033075"
"4177","ENSMUSG00000033082"
"4178","ENSMUSG00000033088"
"4179","ENSMUSG00000033096"
"4180","ENSMUSG00000033099"
"4181","ENSMUSG00000033105"
"4182","ENSMUSG00000033106"
"4183","ENSMUSG00000033111"
"4184","ENSMUSG00000033114"
"4185","ENSMUSG00000033128"
"4186","ENSMUSG00000033149"
"4187","ENSMUSG00000033159"
"4188","ENSMUSG00000033161"
"4189","ENSMUSG00000033166"
"4190","ENSMUSG00000033174"
"4191","ENSMUSG00000033184"
"4192","ENSMUSG00000033186"
"4193","ENSMUSG00000033216"
"4194","ENSMUSG00000033228"
"4195","ENSMUSG00000033253"
"4196","ENSMUSG00000033257"
"4197","ENSMUSG00000033272"
"4198","ENSMUSG00000033285"
"4199","ENSMUSG00000033287"
"4200","ENSMUSG00000033294"
"4201","ENSMUSG00000033295"
"4202","ENSMUSG00000033306"
"4203","ENSMUSG00000033323"
"4204","ENSMUSG00000033326"
"4205","ENSMUSG00000033327"
"4206","ENSMUSG00000033335"
"4207","ENSMUSG00000033350"
"4208","ENSMUSG00000033352"
"4209","ENSMUSG00000033365"
"4210","ENSMUSG00000033373"
"4211","ENSMUSG00000033379"
"4212","ENSMUSG00000033386"
"4213","ENSMUSG00000033392"
"4214","ENSMUSG00000033400"
"4215","ENSMUSG00000033416"
"4216","ENSMUSG00000033417"
"4217","ENSMUSG00000033420"
"4218","ENSMUSG00000033423"
"4219","ENSMUSG00000033429"
"4220","ENSMUSG00000033434"
"4221","ENSMUSG00000033439"
"4222","ENSMUSG00000033444"
"4223","ENSMUSG00000033446"
"4224","ENSMUSG00000033454"
"4225","ENSMUSG00000033467"
"4226","ENSMUSG00000033478"
"4227","ENSMUSG00000033487"
"4228","ENSMUSG00000033488"
"4229","ENSMUSG00000033499"
"4230","ENSMUSG00000033543"
"4231","ENSMUSG00000033545"
"4232","ENSMUSG00000033554"
"4233","ENSMUSG00000033557"
"4234","ENSMUSG00000033565"
"4235","ENSMUSG00000033581"
"4236","ENSMUSG00000033589"
"4237","ENSMUSG00000033623"
"4238","ENSMUSG00000033629"
"4239","ENSMUSG00000033658"
"4240","ENSMUSG00000033684"
"4241","ENSMUSG00000033701"
"4242","ENSMUSG00000033713"
"4243","ENSMUSG00000033717"
"4244","ENSMUSG00000033728"
"4245","ENSMUSG00000033730"
"4246","ENSMUSG00000033751"
"4247","ENSMUSG00000033752"
"4248","ENSMUSG00000033760"
"4249","ENSMUSG00000033781"
"4250","ENSMUSG00000033788"
"4251","ENSMUSG00000033790"
"4252","ENSMUSG00000033793"
"4253","ENSMUSG00000033808"
"4254","ENSMUSG00000033809"
"4255","ENSMUSG00000033813"
"4256","ENSMUSG00000033819"
"4257","ENSMUSG00000033845"
"4258","ENSMUSG00000033862"
"4259","ENSMUSG00000033863"
"4260","ENSMUSG00000033880"
"4261","ENSMUSG00000033885"
"4262","ENSMUSG00000033902"
"4263","ENSMUSG00000033909"
"4264","ENSMUSG00000033917"
"4265","ENSMUSG00000033918"
"4266","ENSMUSG00000033931"
"4267","ENSMUSG00000033940"
"4268","ENSMUSG00000033943"
"4269","ENSMUSG00000033952"
"4270","ENSMUSG00000033953"
"4271","ENSMUSG00000033960"
"4272","ENSMUSG00000033970"
"4273","ENSMUSG00000033985"
"4274","ENSMUSG00000034006"
"4275","ENSMUSG00000034021"
"4276","ENSMUSG00000034022"
"4277","ENSMUSG00000034024"
"4278","ENSMUSG00000034040"
"4279","ENSMUSG00000034066"
"4280","ENSMUSG00000034075"
"4281","ENSMUSG00000034083"
"4282","ENSMUSG00000034088"
"4283","ENSMUSG00000034101"
"4284","ENSMUSG00000034105"
"4285","ENSMUSG00000034108"
"4286","ENSMUSG00000034109"
"4287","ENSMUSG00000034120"
"4288","ENSMUSG00000034135"
"4289","ENSMUSG00000034152"
"4290","ENSMUSG00000034157"
"4291","ENSMUSG00000034163"
"4292","ENSMUSG00000034165"
"4293","ENSMUSG00000034168"
"4294","ENSMUSG00000034175"
"4295","ENSMUSG00000034187"
"4296","ENSMUSG00000034190"
"4297","ENSMUSG00000034192"
"4298","ENSMUSG00000034194"
"4299","ENSMUSG00000034201"
"4300","ENSMUSG00000034203"
"4301","ENSMUSG00000034205"
"4302","ENSMUSG00000034210"
"4303","ENSMUSG00000034211"
"4304","ENSMUSG00000034216"
"4305","ENSMUSG00000034220"
"4306","ENSMUSG00000034248"
"4307","ENSMUSG00000034252"
"4308","ENSMUSG00000034254"
"4309","ENSMUSG00000034259"
"4310","ENSMUSG00000034263"
"4311","ENSMUSG00000034269"
"4312","ENSMUSG00000034271"
"4313","ENSMUSG00000034274"
"4314","ENSMUSG00000034275"
"4315","ENSMUSG00000034278"
"4316","ENSMUSG00000034290"
"4317","ENSMUSG00000034292"
"4318","ENSMUSG00000034297"
"4319","ENSMUSG00000034312"
"4320","ENSMUSG00000034317"
"4321","ENSMUSG00000034321"
"4322","ENSMUSG00000034327"
"4323","ENSMUSG00000034329"
"4324","ENSMUSG00000034341"
"4325","ENSMUSG00000034342"
"4326","ENSMUSG00000034343"
"4327","ENSMUSG00000034345"
"4328","ENSMUSG00000034349"
"4329","ENSMUSG00000034353"
"4330","ENSMUSG00000034354"
"4331","ENSMUSG00000034377"
"4332","ENSMUSG00000034424"
"4333","ENSMUSG00000034432"
"4334","ENSMUSG00000034445"
"4335","ENSMUSG00000034449"
"4336","ENSMUSG00000034453"
"4337","ENSMUSG00000034462"
"4338","ENSMUSG00000034463"
"4339","ENSMUSG00000034473"
"4340","ENSMUSG00000034484"
